'BrO-'                             95.900  3.60 -1.00    3   1.0000 'Br-'  1.0000 'H2O'  -1.0000 'H2(aq)'
'BrO-'                                61.9219   56.9882   51.2694   45.9861   40.7137   36.4886   33.0097   30.0681
'BrO-'                            0.00000000E+00    0.28483095E+01    0.00000000E+00    0.16141790E+05    0.00000000E+00
'BrO3-'                           127.900  3.40 -1.00    3   1.0000 'Br-'  3.0000 'H2O'  -3.0000 'H2(aq)'
'BrO3-'                              169.7105  155.3589  138.7136  123.3361  107.9940   95.6985   85.5649   76.9717
'BrO3-'                           0.00000000E+00   -0.21966954E+01    0.00000000E+00    0.46975156E+05    0.00000000E+00
'BrO4-'                           143.900  3.60 -1.00    3   1.0000 'Br-'  4.0000 'H2O'  -4.0000 'H2(aq)'
'BrO4-'                              237.5042  217.3902  194.0453  172.4680  150.9334  133.6712  119.4437  107.3816
'BrO4-'                           0.00000000E+00   -0.35118431E+01    0.00000000E+00    0.65861872E+05    0.00000000E+00
'Ce+2'                            140.120  5.70  2.00    3   1.0000 'Ce+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Ce+2'                                68.5443   62.0133   54.4832   47.5769   40.7392   35.2969   30.8376   27.0966
'Ce+2'                            0.00000000E+00   -0.95077170E+01    0.00000000E+00    0.21324012E+05    0.00000000E+00
'Ce+4'                            140.120 11.00  4.00    3   1.0000 'Ce+3'  1.0000 'H+'  -0.5000 'H2(aq)'
'Ce+4'                                32.9716   31.0782   28.7470   26.4781   24.1124   22.1534   20.5149   19.1262
'Ce+4'                            0.00000000E+00    0.96608350E+01    0.00000000E+00    0.63855790E+04    0.00000000E+00
'CH4'                              16.040  3.40  0.00    4   2.0000 'H+'  -3.0000 'H2O'  4.0000 'H2(aq)'  1.0000 'CO3-2'
'CH4'                                -54.5844  -50.4956  -45.8553  -41.6585  -37.5926  -34.4893  -32.1409  -30.4769
'CH4'                             0.00000000E+00   -0.61076518E+01    0.00000000E+00   -0.13234208E+05    0.00000000E+00
'ClO-'                             51.450  3.60 -1.00    3   1.0000 'Cl-'  1.0000 'H2O'  -1.0000 'H2(aq)'
'ClO-'                                66.6089   61.1604   54.8527   49.0304   43.2239   38.5729   34.7443   31.5081
'ClO-'                            0.00000000E+00    0.14119240E+01    0.00000000E+00    0.17813995E+05    0.00000000E+00
'ClO2'                             67.450  3.40  0.00    4   1.0000 'Cl-'  1.0000 'H+'  2.0000 'H2O'  -2.5000 'H2(aq)'
'ClO2'                               147.6183  134.8086  119.9213  106.0987   92.1974   80.9290   71.4945   63.2858
'ClO2'                            0.00000000E+00   -0.58792056E+01    0.00000000E+00    0.41946031E+05    0.00000000E+00
'ClO2-'                            67.450  3.10 -1.00    3   1.0000 'Cl-'  2.0000 'H2O'  -2.0000 'H2(aq)'
'ClO2-'                              125.8335  115.2386  102.9543   91.6063   80.2842   71.2110   63.7371   57.4107
'ClO2-'                           0.00000000E+00   -0.10504525E+01    0.00000000E+00    0.34671541E+05    0.00000000E+00
'ClO3-'                            83.450  3.60 -1.00    3   1.0000 'Cl-'  3.0000 'H2O'  -3.0000 'H2(aq)'
'ClO3-'                              169.9459  155.4629  138.6502  123.1018  107.5710   95.1078   84.8227   76.0900
'ClO3-'                           0.00000000E+00   -0.36003550E+01    0.00000000E+00    0.47424678E+05    0.00000000E+00
'ClO4-'                            99.450  3.10 -1.00    3   1.0000 'Cl-'  4.0000 'H2O'  -4.0000 'H2(aq)'
'ClO4-'                              218.5601  199.9827  178.4056  158.4367  138.4728  122.4372  109.1921   97.9350
'ClO4-'                           0.00000000E+00   -0.40908308E+01    0.00000000E+00    0.60844473E+05    0.00000000E+00
'CN-'                              26.020  3.60 -1.00    5   1.0000 'NH3'  -3.0000 'H2O'  1.0000 'H2(aq)'  1.0000 'H+'  1.0000 'CO3-2'
'CN-'                                  0.4676   -0.3523   -1.4055   -2.4683   -3.6352   -4.6876   -5.6907   -6.7243
'CN-'                             0.00000000E+00   -0.98474325E+01    0.00000000E+00    0.28310069E+04    0.00000000E+00
'CO'                               28.010  3.40  0.00    4   2.0000 'H+'  -2.0000 'H2O'  1.0000 'H2(aq)'  1.0000 'CO3-2'
'CO'                                 -15.0159  -14.6817  -14.5905  -14.7914  -15.3283  -16.1006  -17.1029  -18.4355
'CO'                              0.00000000E+00   -0.12370844E+02    0.00000000E+00   -0.68896065E+03    0.00000000E+00
'Cr+2'                             51.970  5.70  2.00    4   1.0000 'CrO4-2'  4.0000 'H+'  -4.0000 'H2O'  2.0000 'H2(aq)'
'Cr+2'                               -80.0690  -73.3942  -65.8390  -59.0559  -52.5261  -47.5315  -43.6676  -40.7360
'Cr+2'                            0.00000000E+00   -0.93106832E+00    0.00000000E+00   -0.21604846E+05    0.00000000E+00
'Cr+3'                             51.970  8.20  3.00    4   1.0000 'CrO4-2'  5.0000 'H+'  -4.0000 'H2O'  1.5000 'H2(aq)'
'Cr+3'                               -86.2764  -78.2357  -69.1249  -60.9318  -53.0145  -46.9099  -42.1180  -38.3877
'Cr+3'                            0.00000000E+00    0.91012698E+01    0.00000000E+00   -0.26039501E+05    0.00000000E+00
'Cu+'                              63.550  4.10  1.00    3   1.0000 'Cu+2'  -1.0000 'H+'  0.5000 'H2(aq)'
'Cu+'                                 -3.9931   -4.2759   -4.5659   -4.7963   -4.9940   -5.1386   -5.2636   -5.3886
'Cu+'                             0.00000000E+00   -0.72186624E+01    0.00000000E+00    0.87739325E+03    0.00000000E+00
'Dy+2'                            162.500  5.70  2.00    3   1.0000 'Dy+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Dy+2'                                43.9401   39.4368   34.2685   29.5497   24.8968   21.2044   18.1819   15.6449
'Dy+2'                            0.00000000E+00   -0.97698396E+01    0.00000000E+00    0.14670971E+05    0.00000000E+00
'Dy+4'                            162.500 11.60  4.00    3   1.0000 'Dy+3'  1.0000 'H+'  -0.5000 'H2(aq)'
'Dy+4'                                83.2002   77.0376   69.8453   63.1727   56.5093   51.1909   46.8579   43.2625
'Dy+4'                            0.00000000E+00    0.91581735E+01    0.00000000E+00    0.20238233E+05    0.00000000E+00
'Er+2'                            167.260  5.70  2.00    3   1.0000 'Er+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Er+2'                                53.8824   48.5261   42.3719   36.7469   31.1962   26.7907   23.1877   20.1694
'Er+2'                            0.00000000E+00   -0.10032172E+02    0.00000000E+00    0.17459146E+05    0.00000000E+00
'Er+4'                            167.260 11.60  4.00    3   1.0000 'Er+3'  1.0000 'H+'  -0.5000 'H2(aq)'
'Er+4'                               106.2887   98.1481   88.6802   79.9249   71.2066   64.2632   58.6122   53.9260
'Er+4'                            0.00000000E+00    0.86336830E+01    0.00000000E+00    0.26688712E+05    0.00000000E+00
'Eu+2'                            151.960  5.70  2.00    3   1.0000 'Eu+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Eu+2'                                 5.6710    4.3992    2.9293    1.5784    0.2307   -0.8621   -1.7868   -2.5961
'Eu+2'                            0.00000000E+00   -0.95514099E+01    0.00000000E+00    0.41593846E+04    0.00000000E+00
'Eu+4'                            151.960 11.60  4.00    3   1.0000 'Eu+3'  1.0000 'H+'  -0.5000 'H2(aq)'
'Eu+4'                               114.6088  105.8446   95.6544   86.2341   76.8566   69.3903   63.3150   58.2774
'Eu+4'                            0.00000000E+00    0.94859931E+01    0.00000000E+00    0.28729321E+05    0.00000000E+00
'Fe+3'                             55.850  8.10  3.00    4   2.0000 'H+'  -0.5000 'H2(aq)'  -1.0000 'H2O'  1.0000 'FeOH+'
'Fe+3'                                 4.7800    5.0451    5.3363    5.5837    5.8202    6.0238    6.2325    6.4711
'Fe+3'                            0.00000000E+00    0.79057328E+01    0.00000000E+00   -0.85289570E+03    0.00000000E+00
'Gd+2'                            157.250  5.70  2.00    3   1.0000 'Gd+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Gd+2'                                69.9028   63.3407   55.7992   48.9048   42.1028   36.7097   32.3078   28.6292
'Gd+2'                            0.00000000E+00   -0.84073696E+01    0.00000000E+00    0.21391707E+05    0.00000000E+00
'Gd+4'                            157.250 11.60  4.00    3   1.0000 'Gd+3'  1.0000 'H+'  -0.5000 'H2(aq)'
'Gd+4'                               137.9895  127.4029  115.1256  103.8040   92.5607   83.6281   76.3712   70.3608
'Gd+4'                            0.00000000E+00    0.11154559E+02    0.00000000E+00    0.34659449E+05    0.00000000E+00
'O2(aq)'                           31.999  3.41  0.00    2   2.0000 'H2O'  -2.0000 'H2(aq)'
'O2(aq)'                             100.8872   92.1440   81.8800   72.2846   62.5940   54.7300   48.1708   42.5362
'O2(aq)'                          0.00000000E+00   -0.44090885E+01    0.00000000E+00    0.28787274E+05    0.00000000E+00
'H2AsO3-'                         124.940  3.60 -1.00    3   1.0000 'H2AsO4-'  -1.0000 'H2O'  1.0000 'H2(aq)'
'H2AsO3-'                            -16.8309  -15.5067  -14.0409  -12.7495  -11.5277  -10.6074   -9.8994   -9.3461
'H2AsO3-'                         0.00000000E+00   -0.12965016E+01    0.00000000E+00   -0.42367686E+04    0.00000000E+00
'H2PO2-'                           64.990  3.60 -1.00    3   1.0000 'H2PO4-'  -2.0000 'H2O'  2.0000 'H2(aq)'
'H2PO2-'                              22.3075   20.2557   18.0006   16.0406   14.2242   12.8940   11.9136   11.2194
'H2PO2-'                          0.00000000E+00   -0.17171362E+01    0.00000000E+00    0.65512378E+04    0.00000000E+00
'H2PO3-'                           80.990  3.60 -1.00    3   1.0000 'H2PO4-'  -1.0000 'H2O'  1.0000 'H2(aq)'
'H2PO3-'                               7.1075    6.2744    5.3397    4.5097    3.7195    3.1201    2.6570    2.3039
'H2PO3-'                          0.00000000E+00   -0.27370500E+01    0.00000000E+00    0.26867899E+04    0.00000000E+00
'Hg'                              200.590  3.40  0.00    3   1.0000 'Hg+2'  -2.0000 'H+'  1.0000 'H2(aq)'
'Hg'                                 -27.9400  -25.4222  -22.6587  -20.2399  -17.9700  -16.2833  -15.0171  -14.0722
'Hg'                              0.00000000E+00    0.14710668E+01    0.00000000E+00   -0.80182173E+04    0.00000000E+00
'Hg2+2'                           401.180  5.70  2.00    3   2.0000 'Hg+2'  -2.0000 'H+'  1.0000 'H2(aq)'
'Hg2+2'                              -36.5520  -33.8636  -30.7055  -27.7421  -24.7432  -22.3225  -20.3404  -18.7056
'Hg2+2'                           0.00000000E+00   -0.41947646E+01    0.00000000E+00   -0.88457536E+04    0.00000000E+00
'Ho+2'                            164.930  5.70  2.00    3   1.0000 'Ho+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Ho+2'                                50.7872   45.7406   39.9448   34.6496   29.4256   25.2799   21.8884   19.0453
'Ho+2'                            0.00000000E+00   -0.94202610E+01    0.00000000E+00    0.16446233E+05    0.00000000E+00
'Ho+4'                            164.930 11.60  4.00    3   1.0000 'H+'  1.0000 'Ho+3'  -0.5000 'H2(aq)'
'Ho+4'                               105.4994   97.4884   88.1711   79.5550   70.9755   64.1430   58.5831   53.9731
'Ho+4'                            0.00000000E+00    0.93986423E+01    0.00000000E+00    0.26263949E+05    0.00000000E+00
'HS-'                              33.070  3.60 -1.00    4   1.0000 'H+'  1.0000 'SO4-2'  -4.0000 'H2O'  4.0000 'H2(aq)'
'HS-'                                -49.7035  -46.0009  -41.6430  -37.5477  -33.3930  -30.0240  -27.2446  -24.9270
'HS-'                             0.00000000E+00   -0.50968618E+01    0.00000000E+00   -0.12195492E+05    0.00000000E+00
'HSe-'                             79.970  3.60 -1.00    4   1.0000 'H+'  1.0000 'SeO3-2'  -3.0000 'H2O'  3.0000 'H2(aq)'
'HSe-'                               -66.4735  -61.3731  -55.4608  -50.0065  -44.5892  -40.2961  -36.8367  -34.0354
'HSe-'                            0.00000000E+00   -0.53974529E+01    0.00000000E+00   -0.16689093E+05    0.00000000E+00
'HSO5-'                           113.070  3.60 -1.00    4   1.0000 'H+'  1.0000 'SO4-2'  1.0000 'H2O'  -1.0000 'H2(aq)'
'HSO5-'                               69.8197   63.2783   55.4925   48.1213   40.5659   34.3104   28.9429   24.1153
'HSO5-'                           0.00000000E+00   -0.94729008E+01    0.00000000E+00    0.21690770E+05    0.00000000E+00
'I3-'                             380.710  3.60 -1.00    3   2.0000 'H+'  3.0000 'I-'  -1.0000 'H2(aq)'
'I3-'                                 23.0695   21.3500   19.0665   16.6537   13.8735   11.2652    8.7090    5.9991
'I3-'                             0.00000000E+00    0.12041172E+01    0.00000000E+00    0.60064939E+04    0.00000000E+00
'IO-'                             142.900  3.60 -1.00    3   1.0000 'I-'  1.0000 'H2O'  -1.0000 'H2(aq)'
'IO-'                                 50.6657   46.9753   42.7035   38.7566   34.8148   31.6539   29.0506   26.8482
'IO-'                             0.00000000E+00    0.65199110E+01    0.00000000E+00    0.12061774E+05    0.00000000E+00
'IO3-'                            174.900  4.60 -1.00    3   1.0000 'I-'  3.0000 'H2O'  -3.0000 'H2(aq)'
'IO3-'                               131.3753  120.5339  107.9122   96.2013   84.4598   74.9997   67.1610   60.4726
'IO3-'                            0.00000000E+00    0.13108561E+01    0.00000000E+00    0.35546296E+05    0.00000000E+00
'IO4-'                            190.900  3.60 -1.00    3   1.0000 'I-'  4.0000 'H2O'  -4.0000 'H2(aq)'
'IO4-'                               193.7650  177.3241  158.1933  140.4579  122.6951  108.3983   96.5605   86.4606
'IO4-'                            0.00000000E+00   -0.34462231E+01    0.00000000E+00    0.53896625E+05    0.00000000E+00
'La+2'                            138.910  5.70  2.00    3   1.0000 'La+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'La+2'                                68.2801   61.7201   54.1800   47.2865   40.4861   35.0960   30.6990   27.0253
'La+2'                            0.00000000E+00   -0.10010273E+02    0.00000000E+00    0.21386431E+05    0.00000000E+00
'Lu+4'                            174.970 11.60  4.00    3   1.0000 'H+'  1.0000 'Lu+3'  -0.5000 'H2(aq)'
'Lu+4'                               150.0062  138.1701  124.4661  111.8477   99.3332   89.4005   81.3356   74.6593
'Lu+4'                            0.00000000E+00    0.83057932E+01    0.00000000E+00    0.38719041E+05    0.00000000E+00
'Mn+3'                             54.940  8.20  3.00    3   1.0000 'H+'  1.0000 'Mn+2'  -0.5000 'H2(aq)'
'Mn+3'                                28.5052   27.0467   25.3739   23.8479   22.3579   21.2083   20.3156   19.6170
'Mn+3'                            0.00000000E+00    0.11125092E+02    0.00000000E+00    0.47470122E+04    0.00000000E+00
'MnO4-'                           118.940  3.60 -1.00    4   1.0000 'Mn+2'  4.0000 'H2O'  -3.0000 'H+'  -2.5000 'H2(aq)'
'MnO4-'                              148.3611  135.3925  120.4389  106.7237   93.1570   82.3903   73.6157   66.3025
'MnO4-'                           0.00000000E+00   -0.66183306E+01    0.00000000E+00    0.42340499E+05    0.00000000E+00
'MnO4-2'                          118.940  4.70 -2.00    4   1.0000 'Mn+2'  4.0000 'H2O'  -4.0000 'H+'  -2.0000 'H2(aq)'
'MnO4-2'                             135.7615  124.4719  111.6358  100.0447   88.7979   80.0953   73.2414   67.8480
'MnO4-2'                          0.00000000E+00    0.16634963E+01    0.00000000E+00    0.36615308E+05    0.00000000E+00
'N2'                               28.010  3.40  0.00    2   2.0000 'NH3'  -3.0000 'H2(aq)'
'N2'                                  23.8783   21.7727   19.0248   16.2206   13.1497   10.4563    8.0371    5.7768
'N2'                              0.00000000E+00   -0.27822641E+01    0.00000000E+00    0.73210036E+04    0.00000000E+00
'Nd+2'                            144.240  5.70  2.00    3   1.0000 'Nd+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Nd+2'                                47.4777   42.7353   37.2674   32.2532   27.2877   23.3319   20.0840   17.3505
'Nd+2'                            0.00000000E+00   -0.92016912E+01    0.00000000E+00    0.15485031E+05    0.00000000E+00
'Nd+4'                            144.240 11.60  4.00    3   1.0000 'H+'  1.0000 'Nd+3'  -0.5000 'H2(aq)'
'Nd+4'                                91.6603   84.8074   76.7927   69.3426   61.8871   55.9225   51.0510   46.9993
'Nd+4'                            0.00000000E+00    0.92456645E+01    0.00000000E+00    0.22528727E+05    0.00000000E+00
'NO2-'                             46.010  3.60 -1.00    4   1.0000 'NH3'  -1.0000 'H+'  2.0000 'H2O'  -3.0000 'H2(aq)'
'NO2-'                                99.9041   91.3557   81.4390   72.2915   63.2010   55.9726   50.0999   45.2640
'NO2-'                            0.00000000E+00   -0.25252376E+01    0.00000000E+00    0.27990555E+05    0.00000000E+00
'NO3-'                             62.000  2.80 -1.00    4   1.0000 'NH3'  -1.0000 'H+'  3.0000 'H2O'  -4.0000 'H2(aq)'
'NO3-'                               133.5919  122.1925  108.9369   96.6742   84.4427   74.6679   66.6708   60.0049
'NO3-'                            0.00000000E+00   -0.31344461E+01    0.00000000E+00    0.37366166E+05    0.00000000E+00
'O2'                               32.000  3.40  0.00    3   2.0000 'H2O'  -4.0000 'e-'  -4.0000 'H+'
'O2'                                  94.9294   85.9915   75.6548   66.1509   56.7315   49.2458   43.1395   38.0383
'O2'                              0.00000000E+00   -0.12032753E+02    0.00000000E+00    0.29225931E+05    0.00000000E+00
'PH3'                              34.000  3.40  0.00    4   1.0000 'H+'  1.0000 'H2PO4-'  -4.0000 'H2O'  4.0000 'H2(aq)'
'PH3'                                 27.8441   25.1726   22.1766   19.5143   16.9690   15.0107   13.4440   12.1324
'PH3'                             0.00000000E+00   -0.37200374E+01    0.00000000E+00    0.86144112E+04    0.00000000E+00
'Pm+2'                            144.910  5.70  2.00    3   1.0000 'Pm+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Pm+2'                                51.3786   46.3271   40.5005   35.1549   29.8588   25.6375   22.1705   19.2529
'Pm+2'                            0.00000000E+00   -0.90050204E+01    0.00000000E+00    0.16497265E+05    0.00000000E+00
'Pm+4'                            144.910 11.60  4.00    3   1.0000 'H+'  1.0000 'Pm+3'  -0.5000 'H2(aq)'
'Pm+4'                                99.8103   92.2841   83.4941   75.3334   67.1751   60.6524   55.3255   50.8944
'Pm+4'                            0.00000000E+00    0.93549494E+01    0.00000000E+00    0.24725305E+05    0.00000000E+00
'Pr+2'                            140.910  5.70  2.00    3   1.0000 'Pr+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Pr+2'                                55.1156   49.6989   43.4638   37.7544   32.1091   27.6192   23.9392   20.8483
'Pr+2'                            0.00000000E+00   -0.95732739E+01    0.00000000E+00    0.17671998E+05    0.00000000E+00
'Pr+4'                            140.910 11.60  4.00    3   1.0000 'H+'  1.0000 'Pr+3'  -0.5000 'H2(aq)'
'Pr+4'                                72.7148   67.4352   61.2326   55.4420   49.6239   44.9526   41.1277   37.9400
'Pr+4'                            0.00000000E+00    0.90925815E+01    0.00000000E+00    0.17394847E+05    0.00000000E+00
'Rh+3'                            102.910  8.20  3.00    3   1.0000 'H+'  1.0000 'Rh+2'  -0.5000 'H2(aq)'
'Rh+3'                                20.7498   19.6800   18.4520   17.3302   16.2350   15.3925   14.7441   14.2442
'Rh+3'                            0.00000000E+00    0.79998025E+01    0.00000000E+00    0.34824376E+04    0.00000000E+00
'Ru+2'                            101.070  5.70  2.00    4   4.0000 'H+'  1.0000 'RuO4-2'  -4.0000 'H2O'  2.0000 'H2(aq)'
'Ru+2'                              -102.0051  -93.5392  -83.8916  -75.1659  -66.6929  -60.1419  -55.0032  -51.0101
'Ru+2'                            0.00000000E+00   -0.13355715E+01    0.00000000E+00   -0.27490471E+05    0.00000000E+00
'Ru+3'                            101.070  8.20  3.00    4   5.0000 'H+'  1.0000 'RuO4-2'  -4.0000 'H2O'  1.5000 'H2(aq)'
'Ru+3'                               -96.6457  -87.9402  -78.0330  -69.0842  -60.3971  -53.6670  -48.3590  -44.1972
'Ru+3'                            0.00000000E+00    0.68172368E+01    0.00000000E+00   -0.28251906E+05    0.00000000E+00
'S2O3-2'                          112.130  4.70 -2.00    4   2.0000 'H+'  2.0000 'SO4-2'  -5.0000 'H2O'  4.0000 'H2(aq)'
'S2O3-2'                             -54.8218  -50.8751  -46.3424  -42.1919  -38.1130  -34.9446  -32.4895  -30.6710
'S2O3-2'                          0.00000000E+00   -0.77852951E+01    0.00000000E+00   -0.12847158E+05    0.00000000E+00
'S2O4-2'                          128.130  4.70 -2.00    4   2.0000 'H+'  2.0000 'SO4-2'  -4.0000 'H2O'  3.0000 'H2(aq)'
'S2O4-2'                             -21.0161  -19.9350  -18.7579  -17.7366  -16.8111  -16.1977  -15.8737  -15.8895
'S2O4-2'                          0.00000000E+00   -0.84527572E+01    0.00000000E+00   -0.34233875E+04    0.00000000E+00
'S2O6-2'                          160.130  4.70 -2.00    4   2.0000 'H+'  2.0000 'SO4-2'  -2.0000 'H2O'  1.0000 'H2(aq)'
'S2O6-2'                               5.9260    4.7502    3.2261    1.6708   -0.0647   -1.6655   -3.2419   -4.9579
'S2O6-2'                          0.00000000E+00   -0.89192535E+01    0.00000000E+00    0.40755759E+04    0.00000000E+00
'S2O8-2'                          192.130  4.70 -2.00    3   2.0000 'H+'  2.0000 'SO4-2'  -1.0000 'H2(aq)'
'S2O8-2'                              75.8477   68.4510   59.6403   51.2881   42.7011   35.5457   29.3330   23.6191
'S2O8-2'                          0.00000000E+00   -0.13844217E+02    0.00000000E+00    0.24536298E+05    0.00000000E+00
'SeO4-2'                          142.960  4.70 -2.00    3   1.0000 'SeO3-2'  1.0000 'H2O'  -1.0000 'H2(aq)'
'SeO4-2'                              35.1364   32.0880   28.5259   25.2108   21.8773   19.1827   16.9416   15.0198
'SeO4-2'                          0.00000000E+00   -0.15007464E+01    0.00000000E+00    0.10014480E+05    0.00000000E+00
'Sm+2'                            150.360  5.70  2.00    3   1.0000 'Sm+3'  -1.0000 'H+'  0.5000 'H2(aq)'
'Sm+2'                                27.9442   24.9233   21.4286   18.2138   15.0178   12.4566   10.3373    8.5371
'Sm+2'                            0.00000000E+00   -0.82181971E+01    0.00000000E+00    0.98811534E+04    0.00000000E+00
'Sm+4'                            150.360 11.60  4.00    3   1.0000 'H+'  1.0000 'Sm+3'  -0.5000 'H2(aq)'
'Sm+4'                                96.1174   88.9122   80.4945   72.6776   64.8624   58.6151   53.5157   49.2759
'Sm+4'                            0.00000000E+00    0.95078221E+01    0.00000000E+00    0.23674418E+05    0.00000000E+00
